603058,2016-12-23
002372,2010-03-18
000428,1996-08-08
600066,1997-05-08
600654,1990-12-19
300151,2010-12-22
600291,2000-07-31
300681,2017-07-25
002085,2006-11-28
600985,2004-04-28
600322,2001-09-10
002617,2011-09-20
600239,1999-12-02
300467,2015-05-27
000756,1997-08-06
600550,2001-02-28
300420,2015-02-17
603139,2017-04-21
000990,2000-07-06
300472,2015-06-11
600301,2000-07-12
600283,2000-10-18
002731,2014-11-04
300122,2010-09-28
000005,1990-12-10
000735,1997-06-11
600723,1996-07-16
600517,2003-10-10
002101,2006-12-29
600329,2001-06-06
600361,2001-11-29
600385,2001-07-23
600091,1997-07-04
603960,2017-03-14
600787,1997-01-21
002072,2006-10-18
300157,2011-01-07
000819,1997-06-25
600629,1993-02-09
000576,1994-09-07
600784,1996-12-25
600277,2000-07-25
300669,2017-06-29
600851,1994-04-04
600303,2000-12-26
002374,2010-03-18
002861,2017-04-13
601727,2008-12-05
002244,2008-05-29
300194,2011-03-22
002204,2008-01-16
600747,1996-09-16
600287,2000-09-01
002705,2014-01-21
002200,2007-12-21
300590,2017-01-11
002563,2011-03-11
600643,1993-04-26
603113,2017-05-11
600731,1996-08-02
002325,2009-12-22
603129,2017-08-18
002695,2012-09-05
603517,2017-03-17
603991,2017-03-08
300453,2015-05-15
300505,2016-03-15
002285,2009-08-28
002071,2006-10-12
601688,2010-02-26
000023,1993-04-29
002781,2015-12-22
601100,2011-10-28
603359,2017-09-01
002489,2010-10-21
002359,2010-02-10
002752,2015-04-22
601231,2012-02-20
603660,2016-12-01
000777,1997-07-10
002829,2016-12-13
603636,2014-12-30
002180,2007-11-13
603819,2016-11-25
002609,2011-08-15
002728,2014-07-31
601002,2007-01-26
300320,2012-06-01
002366,2010-03-12
000713,1997-04-22
002646,2011-12-22
600746,1996-09-18
600469,2003-10-21
300740,2018-02-08
603116,2015-06-29
600018,2006-10-26
600779,1996-12-06
002773,2015-06-26
600865,1994-08-09
603108,2015-05-27
002487,2010-10-15
603128,2012-05-29
000534,1994-01-10
300484,2016-03-22
002198,2007-12-18
603868,2016-04-18
000592,1996-03-27
603045,2018-05-17
600129,1997-11-18
000032,1993-10-28
300556,2016-11-04
002340,2010-01-22
600774,1996-11-08
600791,1997-01-30
300601,2017-02-07
300193,2011-03-22
300015,2009-10-30
600939,2017-02-21
603009,2014-07-18
600812,1994-01-14
300108,2010-08-25
603041,2017-03-30
600403,2003-10-09
300206,2011-04-21
300241,2011-07-12
000589,1996-03-08
600368,2000-12-21
002379,2010-03-31
002086,2006-11-28
000995,2000-08-07
002143,2007-07-20
603214,2018-03-30
603822,2016-04-28
300434,2015-04-24
002040,2005-03-25
002909,2017-10-26
601990,2018-06-13
600165,1998-05-29
002062,2006-08-16
002727,2014-07-02
603303,2017-03-30
002611,2011-08-30
300169,2011-01-25
300074,2010-04-27
300550,2016-10-18
000780,1997-06-06
603897,2018-04-10
603136,2017-09-27
002042,2005-04-27
601139,2009-12-25
600260,2000-07-06
002243,2008-05-28
002836,2016-12-29
600590,2002-07-03
603843,2016-09-05
002875,2017-06-01
601336,2011-12-16
600820,1994-01-28
600265,2000-08-25
300054,2010-02-11
600470,2004-03-05
603666,2018-06-12
300677,2017-07-21
600438,2004-03-02
002139,2007-06-29
002157,2007-08-17
601018,2010-09-28
300475,2015-06-10
002295,2009-09-29
603768,2017-03-24
603096,2017-04-25
002081,2006-11-20
603289,2017-10-31
603778,2015-12-31
300084,2010-05-20
002793,2016-04-15
601619,2017-07-20
603590,2018-08-27
002851,2017-03-06
002509,2010-11-23
600083,1997-06-06
603199,2015-03-26
600398,2000-12-28
600367,2001-03-20
600872,1995-01-24
000809,1998-06-16
600658,1993-05-24
300116,2010-09-02
002551,2011-02-25
300747,2018-06-25
300587,2017-01-05
002066,2006-08-23
000010,1995-10-27
300654,2017-09-26
300404,2015-04-24
000695,1997-02-18
600712,1996-06-26
300643,2017-05-05
600549,2002-11-07
002703,2012-11-02
002033,2004-08-25
603709,2018-02-08
300650,2017-05-03
300688,2017-08-10
300454,2018-05-16
000882,1998-06-16
600778,1996-12-03
002737,2014-12-30
002127,2007-04-18
300573,2016-12-08
603278,2017-11-13
000793,1997-07-29
603003,2012-08-17
002272,2008-09-19
002905,2017-10-16
601949,2017-08-21
300580,2017-01-11
600243,2000-11-20
002853,2017-03-10
300095,2010-07-28
000517,1993-08-06
600039,2003-03-25
600212,1999-08-17
000812,1998-06-23
300526,2016-08-02
300685,2017-08-02
000731,1997-06-17
600780,1996-12-05
002812,2016-09-14
002422,2010-06-03
002850,2017-03-02
601999,2007-12-21
603876,2018-04-18
300103,2010-08-12
002078,2006-11-16
600423,2003-07-17
300746,2018-05-25
600529,2002-06-03
300522,2016-07-05
600726,1996-07-01
300063,2010-03-26
600586,2002-08-15
600166,1998-06-02
600971,2004-08-17
600962,2004-06-22
002117,2007-03-02
600159,1998-05-26
000585,1995-12-13
600400,2001-01-08
600099,1997-07-04
000025,1993-06-21
000514,1993-07-12
002183,2007-11-13
600328,2000-12-22
002453,2010-07-20
002016,2004-07-08
002822,2016-11-29
603628,2017-01-12
300216,2011-05-11
600769,1996-11-01
600069,1997-04-30
300716,2017-11-09
600545,2003-12-03
601099,2007-12-28
300254,2011-08-19
300171,2011-02-01
600644,1993-04-26
002193,2007-12-07
603229,2017-05-09
603006,2014-06-30
600711,1996-05-31
600462,2003-09-03
300675,2017-07-19
603707,2017-07-19
600217,1999-12-16
603985,2017-05-05
600383,2001-04-12
600605,1992-03-27
002824,2017-01-12
002361,2010-03-03
600894,1996-03-28
002355,2010-02-09
600433,2003-06-19
603808,2015-04-22
603001,2012-04-26
000850,1998-10-07
002873,2017-05-19
300143,2010-12-09
002260,2008-07-16
603323,2016-11-29
600259,2000-05-25
002305,2009-11-06
601919,2007-06-26
603665,2017-03-13
000600,1996-06-06
600685,1993-10-28
600603,1992-01-13
603718,2015-05-15
600077,1997-05-20
600721,1996-06-26
600360,2001-03-16
300645,2017-04-21
002201,2007-12-26
600857,1994-04-25
603421,2016-10-11
000002,1991-01-29
300622,2017-03-15
601200,2017-03-31
000926,1999-06-18
002144,2007-08-03
002918,2017-12-19
000597,1996-05-23
002172,2007-09-21
000930,1999-07-12
300388,2014-08-01
603638,2017-01-20
000982,2000-07-06
002192,2007-12-05
002194,2007-12-07
000012,1992-02-28
603996,2015-12-22
603833,2017-03-28
002258,2008-07-08
600558,2001-02-27
600182,1999-05-07
000831,1998-09-11
300529,2016-08-02
600051,1997-04-10
002514,2010-12-03
002478,2010-09-21
300628,2017-03-17
002494,2010-11-02
000416,1996-07-19
600960,2004-04-07
000968,2000-06-22
000551,1994-01-06
600513,2003-03-19
300289,2012-02-16
600496,2002-06-05
300668,2017-06-19
000570,1994-07-01
000039,1994-04-08
002003,2004-06-25
300213,2011-05-05
600017,2006-10-17
603678,2015-01-26
000751,1997-06-26
603882,2017-09-08
000402,1996-06-26
300344,2012-08-01
300547,2016-09-30
002749,2015-03-20
002702,2012-10-11
002524,2010-12-17
300662,2017-06-08
002497,2010-11-09
300211,2011-05-05
300503,2016-03-09
002225,2008-04-25
600508,2001-08-29
600861,1994-05-20
002102,2006-12-29
603181,2017-08-24
000858,1998-04-27
002060,2006-08-10
000679,1997-01-24
002795,2016-04-28
002517,2010-12-07
600444,2004-02-19
000758,1997-04-16
002682,2012-06-12
002357,2010-02-10
600173,1999-04-15
002398,2010-05-06
603933,2017-07-06
300534,2016-09-13
000078,1998-12-18
300067,2010-04-21
600739,1996-08-19
600276,2000-10-18
300230,2011-06-15
300127,2010-10-13
000599,1996-04-30
600802,1994-01-03
300495,2015-12-22
601636,2011-08-12
002105,2007-01-12
000027,1993-09-03
002574,2011-04-22
603617,2017-07-03
600713,1996-07-01
002780,2015-12-09
600870,1995-02-28
000692,1997-02-27
002182,2007-11-13
000897,1999-04-22
000037,1994-07-01
000031,1993-10-08
600112,1997-11-27
600816,1994-01-28
002641,2011-12-08
002835,2016-12-28
603166,2014-11-27
603958,2016-06-29
000778,1997-06-06
603316,2017-06-19
600150,1998-05-20
002344,2010-01-26
300407,2014-12-03
603456,2014-10-10
600308,2000-09-28
000985,2000-07-26
002014,2004-07-08
603106,2017-09-20
600130,2000-07-06
603871,2018-02-06
300030,2009-12-25
002334,2010-01-13
300248,2011-07-29
002386,2010-04-09
002866,2017-04-26
600537,2003-01-23
600117,1997-10-15
002513,2010-12-03
002908,2017-10-20
000759,1997-05-19
300329,2012-06-19
600281,2000-11-09
300272,2011-11-02
603500,2017-09-04
600868,1994-09-12
600585,2002-02-07
603335,2017-06-20
603183,2017-09-05
600390,2001-01-15
300352,2012-09-12
002799,2016-06-08
600137,1998-04-16
000996,2000-07-18
603906,2017-04-10
603657,2018-07-30
603306,2014-09-26
600889,1996-03-08
603331,2017-07-05
000611,1996-10-08
603883,2015-04-23
002847,2017-02-08
002352,2010-02-05
300269,2011-10-12
600397,2002-07-02
600059,1997-05-16
300437,2015-04-23
603886,2016-12-28
000409,1996-06-27
002012,2004-07-05
600335,2001-03-05
600399,2000-12-29
600803,1994-01-03
300005,2009-10-30
002412,2010-05-25
000421,1996-08-06
300321,2012-05-23
601677,2011-09-19
000009,1991-06-25
300239,2011-07-06
000088,1997-07-28
600963,2004-05-25
002052,2006-06-27
300442,2015-04-24
300476,2015-06-11
600874,1995-06-30
600419,2001-06-28
603987,2016-11-21
002024,2004-07-21
600246,2000-09-22
600987,2004-08-09
000976,2000-06-01
600208,1999-06-23
002061,2006-08-16
600510,2002-06-18
603615,2017-02-13
002141,2007-07-20
603757,2017-07-11
002300,2009-10-21
600135,1998-01-22
000526,1993-11-01
000785,1997-07-11
600200,1999-04-01
603703,2015-04-23
600030,2003-01-06
600876,1995-10-31
600362,2002-01-11
300665,2017-06-13
300243,2011-07-12
