code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
600361,华联综超,超市连锁,北京,28.21,6.66,6.66,953035.63,622295.38,64515.35,167767.17,2.52,0.10400000000000001,4.04,1.45,20011129,20121.86,0.3,-5.36,198.2,21.69,1.09,37226.0
300042,朗科科技,电脑设备,深圳,102.92,1.12,1.34,93713.0,68947.02,4464.95,60245.71,4.51,0.171,6.72,5.23,20100108,14230.67,1.07,120.72,15.46,8.89,4.68,5637.0
600329,中新药业,中成药,天津,24.56,5.66,7.69,683079.19,434897.69,80003.46,131483.09,1.71,0.361,5.59,3.17,20010606,177672.75,2.31,-8.87,7.33,36.79,9.29,28920.0
600449,宁夏建材,水泥,宁夏,25.02,4.78,4.78,822699.81,320724.81,438603.94,203367.38,4.25,0.237,9.04,1.31,20030829,161805.13,3.38,42.67,373.94,27.75,5.57,39978.0
002711,欧浦智网,仓储物流,广东,26.49,10.45,10.56,337259.0,237530.84,26122.86,142.41,0.0,0.22399999999999998,1.59,7.47,20140127,52648.45,0.5,109.41,116.0,8.04,8.63,21000.0
300419,浩丰科技,软件服务,北京,71.31,2.05,3.68,173310.67,80008.75,8446.67,80063.71,2.18,0.084,4.0,2.98,20150122,28351.45,0.77,28.86,8.37,29.97,14.49,37518.0
600028,中国石化,石油加工,北京,10.85,955.58,1210.71,147891696.0,41269900.0,67170896.0,11952700.0,0.99,0.13699999999999998,6.02,0.99,20010808,29179600.0,2.41,40.6,168.71,19.9,2.86,581908.0
300133,华策影视,影视音像,浙江,37.95,11.88,17.47,1127394.0,789624.81,3164.42,284878.94,1.63,0.157,3.78,3.16,20101026,206085.59,1.18,13.11,1.21,25.04,15.69,33100.0
002188,巴士在线,广告包装,浙江,168.31,1.73,2.96,235972.91,60780.78,14367.67,165390.59,5.59,0.07200000000000001,7.05,3.44,20071122,15118.62,0.51,51.58,75.04,40.81,6.19,12920.0
000708,大冶特钢,特种钢,湖北,14.78,4.49,4.49,616485.5,341577.88,264026.84,48565.34,1.08,0.42100000000000004,8.51,1.46,19970326,266155.28,5.92,47.19,30.0,11.33,3.91,24527.0
600735,新华锦,商贸代理,山东,66.29,3.76,3.76,106662.77,81822.5,3298.86,14276.7,0.38,0.048,2.09,6.07,19960726,22507.45,0.6,-0.02,45.23,26.42,5.98,18503.0
300070,碧水源,环境保护,北京,55.76,19.21,31.34,3348118.5,1174826.0,45049.1,678824.88,2.17,0.17,5.12,3.71,20100421,570433.81,1.82,23.34,97.73,27.2,18.44,90788.0
002605,姚记扑克,文教休闲,上海,49.86,2.69,3.97,207353.77,93106.65,21906.71,53804.91,1.35,0.064,3.85,3.3,20110805,52517.63,1.32,-3.76,-9.13,26.84,13.97,32506.0
002258,利尔化学,农药化肥,四川,22.35,5.24,5.24,365893.19,149919.11,142002.05,81014.02,1.54,0.285,4.17,3.06,20080708,72639.42,1.39,32.75,52.44,26.77,12.25,23242.0
002873,新天药业,中成药,贵州,45.31,0.17,0.69,86248.43,59230.38,13967.98,32972.4,4.79,0.54,8.52,4.58,20170519,14879.25,2.16,0.0,0.0,81.43,9.12,14798.0
603111,康尼机电,运输设备,江苏,42.69,4.8,7.38,303525.41,253492.0,39782.03,2858.35,0.04,0.156,1.88,7.08,20140801,55199.51,0.75,4.66,-4.87,36.75,11.5,26160.0
002831,裕同科技,广告包装,深圳,44.26,0.4,4.0,738844.0,482386.19,156518.27,137343.0,3.43,0.778,10.99,6.27,20161216,246685.66,6.17,31.69,22.73,31.19,11.7,16383.0
000553,沙隆达Ａ,农药化肥,湖北,98.93,3.64,24.05,308640.38,128676.13,151960.17,26306.34,0.11,0.28,3.66,3.8,19931203,110670.11,0.46,45.74,906.64,24.87,11.54,59811.0
603866,桃李面包,食品,辽宁,43.01,0.59,4.5,253138.72,93422.31,99238.71,52761.78,1.17,0.40700000000000003,4.68,7.48,20151222,98244.86,2.18,24.39,-3.23,35.46,10.09,9064.0
000690,宝新能源,火力发电,广东,146.47,20.39,21.76,1579702.5,429307.94,396319.34,294579.47,1.35,0.012,3.8,1.86,19970128,255172.77,1.17,-16.12,-83.63,21.14,4.06,101313.0
002185,华天科技,半导体,甘肃,33.0,21.3,21.31,808028.31,326928.31,333142.09,219362.41,1.03,0.054000000000000006,2.36,3.01,20071120,159696.11,0.75,34.86,48.11,18.39,7.7,51191.0
300284,苏交科,建筑施工,江苏,40.63,3.45,5.78,959734.38,573252.56,72584.68,109795.07,1.9,0.27,5.53,3.85,20120110,128115.32,2.22,99.41,20.54,27.14,6.21,17260.0
600528,中铁工业,建筑施工,四川,28.38,14.59,22.22,2984914.25,2278594.75,387615.47,530259.13,2.39,0.15,6.16,2.31,20010528,530608.38,2.39,-73.57,-3.81,20.11,8.13,156404.0
300301,长方集团,半导体,深圳,662.1,4.88,7.9,374817.19,167792.86,139621.52,114202.47,1.45,0.003,2.7,2.65,20120321,17281.11,0.22,28.31,-85.36,20.36,0.54,21086.0
600207,安彩高科,元器件,河南,0.0,6.9,8.63,231673.66,105669.47,76660.59,288135.69,3.34,-0.021,2.18,3.31,19990714,-225791.41,-2.62,-12.45,-2544.01,7.87,-3.93,45032.0
002863,今飞凯达,汽车配件,浙江,46.71,0.56,2.22,356098.72,187279.3,125247.97,29541.88,1.33,0.18,3.98,3.62,20170418,32783.73,1.48,0.0,0.0,17.87,2.97,34354.0
000721,西安饮食,酒店餐饮,陕西,0.0,4.36,4.99,113939.2,48945.06,32526.75,5551.46,0.11,-0.017,1.33,5.5,19970430,5924.49,0.12,0.07,31.09,33.59,-7.16,70851.0
300155,安居宝,元器件,广东,0.0,2.68,5.43,145671.8,100900.68,28232.75,35689.09,0.66,-0.023,2.07,3.61,20110107,16923.74,0.31,-7.18,-7.63,34.24,-9.78,31900.0
300593,新雷能,电气设备,北京,136.18,0.29,1.16,73877.35,57855.67,4329.31,22650.96,1.96,0.040999999999999995,4.62,4.87,20170113,17788.92,1.54,0.0,0.0,48.45,6.33,15838.0
600644,乐山电力,水力发电,四川,33.74,3.26,5.38,281499.47,57425.69,135610.31,137321.55,2.55,0.113,2.38,3.19,19930426,-73121.95,-1.36,8.87,-63.29,24.86,6.07,31668.0
600624,复旦复华,综合类,上海,139.07,6.85,6.85,227052.7,127946.92,42543.14,17256.49,0.25,0.013999999999999999,1.61,4.73,19930105,23930.74,0.35,10.62,29.85,37.56,5.53,72638.0
300165,天瑞仪器,电器仪表,江苏,50.17,2.95,4.62,203615.73,132752.5,16286.51,76782.93,1.66,0.038,3.34,2.29,20110125,26265.93,0.57,35.66,21.0,54.36,15.11,24767.0
600662,强生控股,公共交通,上海,105.57,10.53,10.53,643437.06,236757.13,211054.05,76741.4,0.73,0.018000000000000002,3.11,2.48,19930614,101726.2,0.97,-22.74,-46.92,14.73,2.15,104536.0
600096,云天化,农药化肥,云南,160.14,11.22,13.21,6667184.5,3062831.25,2472905.25,553137.06,4.19,0.012,2.96,2.66,19970709,-331390.69,-2.51,188.62,104.14,8.6,0.1,49604.0
002160,常铝股份,铝,江苏,44.24,4.36,7.24,611529.5,292217.66,148479.61,218165.77,3.01,0.08900000000000001,4.39,1.8,20070821,22576.55,0.31,43.42,69.02,17.49,3.45,38000.0
603585,苏利股份,化工原料,江苏,25.52,0.38,1.5,193690.19,142895.27,33199.48,77029.06,5.14,0.31,9.3,3.41,20161214,47021.95,3.13,0.0,0.0,34.57,13.18,12724.0
300311,任子行,软件服务,广东,167.83,2.22,4.48,207066.77,56001.91,17501.17,50484.98,1.13,0.024,2.56,6.2,20120425,28729.15,0.64,115.43,16.46,39.52,4.82,43083.0
002672,东江环保,环境保护,广东,32.13,5.42,8.87,867535.81,292410.13,151039.0,52818.44,0.6,0.248,4.02,3.97,20120426,211316.72,2.38,19.96,6.83,36.47,15.69,51169.0
002560,通达股份,电气设备,河南,182.13,2.84,4.29,231365.05,118774.57,25927.75,70418.68,1.64,0.011000000000000001,3.53,2.26,20110303,37553.15,0.88,17.51,-54.27,8.47,1.67,44057.0
002078,太阳纸业,造纸,山东,11.57,25.24,25.36,2134783.75,812368.69,1124381.0,120815.77,0.48,0.174,3.31,2.42,20061116,401605.28,1.58,52.47,210.22,23.47,9.98,70919.0
603758,秦安股份,汽车配件,重庆,29.59,0.6,4.39,262985.66,125624.35,94255.56,73118.68,1.67,0.32,5.45,2.96,20170517,113178.8,2.58,0.0,0.0,30.34,17.91,32162.0
601777,力帆股份,摩托车,重庆,41.96,12.37,12.56,3101877.25,1738265.63,586841.44,477487.34,3.8,0.096,5.38,1.5,20101125,136502.63,1.09,24.1,-32.02,13.44,1.92,68051.0
600031,XD三一重,工程机械,湖南,20.8,75.94,76.58,6082077.5,3777229.25,1365986.88,58586.3,0.08,0.1,3.08,2.63,20030703,1436195.63,1.88,79.38,727.06,32.55,7.95,408586.0
002236,大华股份,电器仪表,浙江,36.04,17.02,28.99,1699798.63,1413038.5,106411.36,59699.69,0.21,0.33899999999999997,3.13,7.81,20080520,485424.44,1.67,50.81,38.5,39.45,13.17,43412.0
300211,亿通科技,通信设备,江苏,452.52,1.86,3.03,56282.73,32948.73,13856.44,3736.85,0.12,0.009000000000000001,1.65,4.94,20110505,13975.12,0.46,-35.12,-60.16,20.07,3.46,11869.0
002144,宏达高科,纺织,浙江,35.04,1.36,1.77,203862.94,51551.05,29557.9,69840.06,3.95,0.11599999999999999,9.55,1.71,20070803,49387.01,2.79,31.28,49.36,34.72,13.84,22291.0
000046,泛海控股,全国地产,北京,24.48,50.93,51.96,17573696.0,12868933.0,88710.8,555033.94,1.07,0.084,3.6,2.27,19940912,611811.0,1.18,-51.98,137.01,36.47,22.99,38915.0
002203,海亮股份,铜,浙江,17.68,14.45,16.92,1323495.88,816112.81,98300.02,21815.82,0.13,0.11900000000000001,2.67,3.15,20080116,251184.88,1.48,62.3,50.74,7.17,4.11,43802.0
002512,达华智能,元器件,广东,337.01,5.73,10.95,715842.63,286949.47,51656.9,108035.05,0.99,0.025,2.55,6.65,20101203,57786.15,0.53,-9.83,-7.96,14.09,2.08,26132.0
603538,美诺华,化学制药,浙江,48.07,0.3,1.2,144272.27,81202.49,23725.75,50801.32,4.23,0.29,9.21,2.85,20170407,46759.03,3.9,0.0,0.0,35.91,10.84,16020.0
601006,大秦铁路,铁路,山西,10.52,148.67,148.67,12770564.0,2600406.0,6958945.0,2473876.5,1.66,0.213,6.26,1.43,20060801,4322626.0,2.91,12.04,53.87,29.57,25.39,166525.0
000902,新洋丰,农药化肥,湖北,13.14,12.34,13.05,801241.88,439784.59,250974.63,65243.1,0.5,0.171,4.15,2.17,19990408,319379.94,2.45,0.52,3.23,17.52,8.45,42615.0
000627,天茂集团,保险,湖北,30.93,13.54,42.59,12990897.0,2079748.25,49965.92,693681.13,1.63,0.147,3.16,2.88,19961112,244203.2,0.57,-95.16,-24.62,17.25,223.07,109100.0
600398,海澜之家,服饰,江苏,10.28,44.93,44.93,2533165.25,1941936.38,288472.69,201740.47,0.45,0.225,2.46,3.75,20001228,678531.31,1.51,0.55,5.47,39.06,19.58,40072.0
600830,香溢融通,多元金融,浙江,65.83,4.54,4.54,322370.34,108594.6,10910.8,52450.71,1.15,0.035,4.47,2.07,19940224,94137.74,2.07,2.61,-2.69,14.61,5.67,41598.0
002363,隆基机械,汽车配件,山东,42.21,3.86,3.86,267063.69,142931.38,90682.96,108003.26,2.8,0.111,4.9,1.92,20100305,38255.87,0.99,20.52,10.98,16.78,4.66,36728.0
600550,保变电气,电气设备,河北,104.35,13.73,15.35,1003945.81,700598.06,140078.25,314492.31,2.05,0.045,0.32,29.54,20010228,-454648.91,-2.96,-20.19,8.76,18.85,4.64,161470.0
000981,银亿股份,区域地产,甘肃,140.9,25.74,30.58,2999586.25,2341721.5,163926.06,292875.47,0.96,0.017,2.81,3.38,20000622,448988.69,1.47,-27.91,4.31,25.35,5.24,26155.0
600483,福能股份,火力发电,福建,18.51,12.58,15.52,1808953.75,451426.0,985946.31,320489.81,2.07,0.129,6.56,1.45,20040531,277108.66,1.79,3.22,35.94,21.59,17.83,30826.0
300236,上海新阳,染料涂料,上海,79.71,1.77,1.94,143090.5,78569.15,18411.68,79242.21,4.09,0.179,6.49,4.4,20110629,23966.39,1.24,20.77,20.24,39.36,14.98,15808.0
300606,金太阳,矿物制品,广东,49.38,0.22,0.89,48611.28,35088.96,10003.15,17100.35,1.92,0.29100000000000004,4.79,5.99,20170208,14991.85,1.68,21.01,46.0,36.92,21.24,11431.0
600563,法拉电子,元器件,福建,34.54,2.25,2.25,239744.3,172483.36,53147.98,26196.86,1.16,0.8420000000000001,9.07,6.42,20021210,139581.31,6.2,11.88,6.37,41.18,23.6,10832.0
000856,冀东装备,机械基件,河北,676.38,2.27,2.27,167223.55,131175.88,7563.77,38870.01,1.71,0.022000000000000002,1.31,22.32,19980813,-35419.03,-1.56,72.97,-91.01,10.65,0.56,78434.0
600706,曲江文旅,旅游服务,陕西,30.9,1.78,1.8,169634.02,66142.25,81123.65,44848.15,2.5,0.161,5.1,3.91,19960516,28702.31,1.6,5.96,112.17,38.66,12.39,15180.0
603159,上海亚虹,专用机械,上海,89.47,0.25,1.0,49615.71,29335.02,14506.62,12207.2,1.22,0.085,3.89,7.79,20160812,15170.25,1.52,29.84,4.29,21.51,6.39,19460.0
600206,有研新材,半导体,北京,223.3,8.39,8.39,332729.13,274827.13,31303.4,140522.75,1.68,0.011000000000000001,3.37,3.04,19990319,50989.31,0.61,34.25,223.86,5.47,1.03,63194.0
000800,一汽轿车,汽车整车,吉林,25.69,14.12,16.28,1751008.25,920517.63,466157.66,248890.22,1.53,0.099,4.83,2.12,19970618,272569.66,1.67,65.65,138.22,25.52,2.29,79169.0
600513,联环药业,化学制药,江苏,56.06,2.85,2.85,103416.9,76542.07,17306.4,32337.35,1.13,0.046,2.94,3.48,20030319,25980.3,0.91,-15.76,4.39,63.92,9.85,19878.0
000533,万 家 乐,家用电器,广东,507.49,6.85,6.91,371813.19,277564.31,23001.35,4081.43,0.06,0.005,2.29,4.48,19940103,75551.8,1.09,-68.56,-88.33,34.9,1.17,38666.0
002025,航天电器,元器件,贵州,30.98,4.29,4.29,399753.47,329113.88,48070.26,42246.59,0.98,0.34700000000000003,5.14,4.19,20040726,98590.02,2.3,15.76,18.13,37.87,11.7,35415.0
600283,钱江水利,水务,浙江,176.29,3.36,3.53,536727.25,156752.41,201472.06,116163.15,3.29,0.015,4.92,2.19,20001018,9736.48,0.28,9.03,57.31,42.53,2.56,38995.0
300110,华仁药业,化学制药,山东,646.21,9.8,9.86,279910.78,105925.15,134241.52,31084.95,0.32,0.004,1.49,7.3,20100825,44584.51,0.45,-1.88,73.75,51.13,1.53,25586.0
601567,三星医疗,电器仪表,浙江,33.47,12.37,14.18,1148805.5,586114.94,99005.28,321158.22,2.26,0.163,4.99,2.19,20110615,226772.3,1.6,4.96,13.65,32.98,11.56,29637.0
000070,特发信息,通信设备,深圳,32.85,5.42,6.27,545389.19,398270.25,56876.96,73884.7,1.18,0.16899999999999998,2.91,3.82,20000511,41195.53,0.66,16.2,34.99,16.63,4.26,32651.0
300115,长盈精密,元器件,深圳,37.73,8.99,9.03,782236.94,405670.81,252019.97,121873.45,1.35,0.22,4.59,7.3,20100902,187116.91,2.07,55.24,45.91,26.78,10.65,11768.0
603606,东方电缆,电气设备,浙江,64.63,1.39,3.11,216583.47,160690.56,32400.4,12220.75,0.39,0.09,2.79,4.19,20141015,37483.4,1.21,37.67,31.12,12.95,2.78,30744.0
600658,电子城,园区开发,北京,118.75,5.8,7.99,800762.63,704502.0,12591.5,281088.78,3.52,0.025,7.53,1.55,19930524,218983.7,2.74,48.73,160.73,56.26,15.79,14439.0
300228,富瑞特装,化工机械,江苏,75.28,4.01,4.74,404884.28,235614.77,116740.95,88276.38,1.86,0.039,3.7,3.19,20110608,33191.37,0.7,141.65,171.91,28.44,5.8,30584.0
000665,湖北广电,影视音像,湖北,20.87,4.61,6.36,809383.0,91689.49,460971.31,346742.94,5.45,0.14300000000000002,8.96,1.34,19961210,148673.38,2.34,-6.46,-10.09,45.72,16.82,20581.0
002534,杭锅股份,专用机械,浙江,20.76,7.22,7.39,758932.56,498427.44,150147.17,80990.61,1.1,0.292,3.75,3.24,20110110,104567.5,1.41,67.21,151.86,24.7,12.08,18756.0
600099,林海股份,摩托车,江苏,1222.72,2.19,2.19,60970.71,42798.82,12752.74,19940.75,0.91,0.003,2.17,5.7,19970704,3096.46,0.14,6.76,-56.88,12.82,0.54,22239.0
603639,海利尔,农药化肥,山东,24.26,0.3,1.2,194957.5,145469.11,17131.07,73732.53,6.14,0.511,11.79,4.2,20170112,50929.62,4.24,0.0,0.0,34.4,16.63,15281.0
603838,四通股份,陶瓷,广东,60.81,0.97,2.67,80901.21,44512.15,8790.5,13989.55,0.52,0.10400000000000001,2.53,4.99,20150701,24207.76,0.91,2.18,-7.62,31.61,12.43,26895.0
600690,青岛海尔,家用电器,山东,11.59,60.97,60.97,13497830.0,7324341.0,1544452.13,28551.89,0.05,0.285,4.65,2.85,19931119,1928316.0,3.16,69.73,8.89,30.1,4.61,167512.0
600841,上柴股份,机械基件,上海,96.36,5.22,8.67,589844.69,403628.03,130530.77,112418.15,1.3,0.034,4.11,3.22,19940311,104082.65,1.2,26.81,17.34,14.24,3.76,51401.0
600272,开开实业,中成药,上海,142.61,1.6,2.43,100638.72,41595.4,16460.63,1545.25,0.06,0.023,1.98,6.72,20010228,10170.8,0.42,2.63,29.14,22.38,2.17,31456.0
603318,派思股份,专用机械,辽宁,95.14,1.06,3.65,136443.34,79510.46,21858.09,7001.45,0.19,0.071,1.35,9.94,20150424,5926.76,0.16,22.52,2296.28,40.5,10.45,26209.0
002691,冀凯股份,专用机械,河北,1631.21,1.99,2.0,93948.1,65719.53,19290.57,44227.85,2.21,0.004,4.28,6.44,20120731,18664.23,0.93,-26.26,-78.57,-31.06,2.07,11166.0
002262,恩华药业,化学制药,江苏,33.31,8.62,10.09,315045.97,215537.34,47024.96,1107.8,0.01,0.207,2.25,6.15,20080723,110217.3,1.09,10.79,21.66,50.05,12.47,13655.0
603029,天鹅股份,专用机械,山东,415.09,0.37,0.93,88231.77,53255.41,18838.68,22077.5,2.37,0.017,7.6,3.65,20160427,34536.68,3.7,-30.08,-34.54,32.42,3.7,17405.0
002127,南极电商,互联网,江苏,209.72,9.68,15.38,202116.91,131194.11,381.92,52833.8,0.34,0.017,1.01,13.88,20070418,56030.86,0.36,64.57,58.27,72.98,36.85,19586.0
000096,广聚能源,石油贸易,深圳,38.87,5.11,5.28,248196.45,140189.38,7088.82,35133.7,0.67,0.183,4.4,3.22,20000724,109256.13,2.07,23.43,17.83,15.06,18.37,37741.0
600165,新日恒力,钢加工,宁夏,1545.94,6.85,6.85,335390.88,154809.38,57689.61,30851.7,0.45,0.002,1.16,12.37,19980529,-23918.78,-0.35,-62.97,107.88,30.14,0.67,27828.0
002583,海能达,通信设备,深圳,0.0,10.48,17.47,738566.25,399304.16,120698.52,199759.47,1.14,-0.09,2.64,5.81,20110527,76173.53,0.44,45.16,-119.79,47.89,-31.53,27952.0
000681,视觉中国,互联网,江苏,91.84,2.8,7.01,349760.63,100404.57,535.62,160035.42,2.28,0.042,3.32,4.63,19970121,64843.73,0.93,12.16,13.92,64.57,26.04,32946.0
600557,康缘药业,中成药,江苏,25.29,4.42,6.16,505495.69,249188.27,185062.73,52043.3,0.84,0.31,5.35,2.93,20020918,188624.38,3.06,10.69,0.22,75.21,11.51,28740.0
600615,丰华股份,小金属,上海,14.93,1.88,1.88,66468.85,60118.65,3695.96,43600.46,2.32,0.54,3.12,5.17,19920910,-10076.85,-0.54,-3.01,1216.78,21.16,209.73,15351.0
000733,振华科技,元器件,贵州,22.09,4.69,4.69,912791.88,660489.25,113920.02,243952.41,5.2,0.182,8.66,1.86,19970703,84065.82,1.79,73.55,26.55,15.49,4.05,47782.0
002240,威华股份,家居用品,广东,526.74,4.9,4.91,249659.77,96584.3,120452.67,95952.56,1.96,0.016,2.9,5.76,20080523,-11069.07,-0.23,50.88,112.21,7.93,0.89,39635.0
603229,奥翔药业,化学制药,浙江,57.34,0.4,1.6,46753.21,25299.3,13876.15,2.75,0.0,0.075,2.13,8.11,20170509,12191.03,0.76,0.0,0.0,57.78,30.89,41198.0
600771,广誉远,中成药,青海,83.77,2.44,3.53,215694.45,168654.5,5237.03,178501.69,5.06,0.223,5.06,7.38,19961105,-38081.94,-1.08,26.95,265.48,78.46,15.62,15614.0
300621,维业股份,装修装饰,深圳,68.03,0.34,1.36,174800.06,161608.61,2457.4,32017.83,2.35,0.09,5.29,3.65,20170316,21864.98,1.61,0.0,0.0,12.63,2.82,59650.0
002138,顺络电子,元器件,深圳,46.39,6.68,8.17,435438.0,143472.22,217961.55,102145.1,1.25,0.23,3.78,5.23,20070613,106413.96,1.3,8.53,-0.8,38.33,21.36,28652.0
600741,华域汽车,汽车配件,上海,10.92,28.67,31.53,11070494.0,6958517.5,1495110.13,1269542.88,4.03,0.485,12.53,1.69,19960826,1985096.25,6.3,7.14,7.12,14.67,4.5,62878.0
002302,西部建设,水泥,新疆,0.0,10.32,10.32,1619385.13,1316625.0,229422.34,105424.97,1.02,-0.018000000000000002,4.07,5.23,20091103,200327.88,1.94,25.38,-123.8,7.2,-0.29,96003.0
300443,金雷风电,专用机械,山东,26.13,1.28,2.38,171822.8,115996.17,38906.78,80274.97,3.37,0.213,6.57,3.39,20150422,58057.46,2.44,44.2,-2.06,43.46,29.67,17625.0
603036,如通股份,专用机械,江苏,155.34,0.51,2.03,104923.76,88964.18,13088.28,41168.0,2.02,0.07200000000000001,4.68,4.79,20161209,30075.3,1.48,0.0,0.0,39.45,15.39,33123.0
002468,申通快递,仓储物流,浙江,27.49,3.32,15.31,739441.5,541141.63,71283.52,321889.53,2.1,0.488,3.94,6.8,20100908,224346.3,1.47,25.87,22.9,19.85,13.42,29231.0
002411,必康股份,化学制药,江苏,62.65,2.89,15.32,1838163.75,897930.63,114547.2,489595.06,3.2,0.10800000000000001,5.53,4.91,20100525,141307.34,0.92,-5.74,-28.71,51.94,20.08,19519.0
603160,汇顶科技,元器件,深圳,60.02,0.45,4.54,339590.94,309909.22,14981.7,79462.15,1.75,0.39,6.54,14.17,20161017,146408.34,3.22,90.21,150.04,47.36,23.97,30500.0
300470,日机密封,机械基件,四川,52.53,0.61,1.07,123084.2,99240.49,5537.16,39653.46,3.72,0.16,8.49,3.95,20150612,35095.26,3.29,20.47,6.11,53.87,17.56,8759.0
002872,天圣制药,化学制药,重庆,34.95,0.53,2.12,453915.09,223476.91,111414.2,154194.13,7.27,0.61,14.09,2.38,20170519,114745.7,5.41,0.0,0.0,30.45,9.21,43668.0
300482,万孚生物,生物制药,广东,49.86,1.06,1.76,135677.88,75848.97,25749.89,29052.58,1.65,0.621,5.26,11.78,20150630,41163.53,2.34,80.37,35.97,64.53,24.36,7833.0
603977,国泰集团,化工原料,江西,124.49,0.55,2.21,117002.5,46293.73,47122.8,35863.21,1.62,0.034,4.51,3.72,20161111,36523.4,1.65,0.0,0.0,40.26,7.76,28750.0
603861,白云电器,电气设备,广东,99.54,1.21,4.09,269357.56,171122.19,55490.25,34267.19,0.84,0.061,4.71,5.14,20160322,101847.15,2.49,-8.27,-2.92,29.03,9.93,28353.0
603729,龙韵股份,广告包装,上海,0.0,0.36,0.67,86274.55,71349.36,7399.21,26724.35,4.01,-0.006999999999999999,12.24,5.23,20150324,45619.25,6.84,-49.72,89.01,9.6,-0.36,5484.0
603637,镇海股份,建筑施工,浙江,89.39,0.33,1.33,83598.68,73180.2,6074.58,28509.34,2.14,0.13,5.19,4.23,20170208,18839.21,1.42,-51.81,-44.28,27.76,18.17,6975.0
603598,引力传媒,影视音像,北京,106.6,0.97,2.71,90217.0,82902.45,267.76,11190.38,0.41,0.076,2.24,7.22,20150527,26222.8,0.97,10.88,5.5,7.99,2.1,24953.0
603588,高能环境,环境保护,北京,702.66,4.89,6.62,491401.0,232377.5,29516.55,91632.4,1.38,0.005,2.99,4.75,20141229,78449.93,1.18,140.04,128.29,27.76,1.19,16842.0
603567,珍宝岛,中成药,黑龙江,34.56,2.73,8.49,595248.38,393642.31,114106.42,122516.02,1.44,0.235,5.12,3.17,20150424,201505.56,2.37,25.63,-4.17,59.66,17.14,31178.0
603566,普莱柯,生物制药,河南,59.59,1.62,3.24,172724.06,106955.07,25678.31,46979.6,1.45,0.191,4.6,4.96,20150518,65068.16,2.01,3.41,-31.33,70.34,23.98,11339.0
603559,中通国脉,通信设备,吉林,130.15,0.33,1.32,78738.31,67753.59,5270.64,18041.57,1.37,0.081,3.93,5.35,20161202,15889.72,1.2,22.5,-2.72,14.76,4.91,13686.0
603501,韦尔股份,半导体,上海,58.27,0.42,4.16,160360.13,125723.77,16203.65,278.07,0.01,0.086,2.22,9.08,20170504,40738.82,0.98,0.0,0.0,19.23,9.03,41080.0
603496,恒为科技,电脑设备,上海,45.34,0.25,1.0,36634.37,29746.61,6047.96,6898.57,0.69,0.17600000000000002,3.74,8.53,20170607,12426.65,1.24,0.0,0.0,56.52,24.16,27236.0
603331,百达精工,专用机械,浙江,34.51,0.32,1.27,76309.38,41096.84,27307.47,8802.41,0.69,0.153,3.92,5.39,20170705,16926.2,1.33,0.0,0.0,27.91,11.82,32510.0
603299,井神股份,化工原料,江苏,51.12,2.79,5.59,456460.41,159294.56,245148.22,88246.36,1.58,0.051,3.56,2.94,20151231,48397.75,0.87,14.35,354.97,30.6,4.82,55513.0
603131,上海沪工,专用机械,上海,54.11,0.5,2.0,84287.68,67205.9,12450.33,17212.6,0.86,0.21100000000000002,3.15,7.27,20160607,22524.7,1.13,41.28,40.32,29.28,12.37,18332.0
603128,华贸物流,仓储物流,上海,28.04,9.11,10.05,507204.19,341043.88,47259.15,192532.86,1.91,0.152,3.57,2.39,20120529,64073.61,0.64,22.85,13.88,12.2,3.82,53182.0
603126,中材节能,环境保护,天津,157.4,6.11,6.11,330378.97,201154.63,87929.06,7177.46,0.12,0.026000000000000002,2.48,6.65,20140731,72708.43,1.19,18.58,-18.87,20.87,4.82,73300.0
603090,宏盛股份,专用机械,江苏,111.63,0.25,1.0,57229.53,34221.01,6517.1,22229.05,2.22,0.066,4.6,6.39,20160831,11999.12,1.2,0.0,0.0,29.97,9.62,17179.0
603016,新宏泰,电气设备,江苏,83.09,0.7,1.48,92151.61,71790.92,11125.74,27593.13,1.86,0.086,5.59,5.12,20160701,35931.03,2.43,-4.77,-9.7,40.37,15.87,23075.0
603009,北特科技,汽车配件,上海,66.75,3.16,3.28,196513.55,118861.7,47351.55,90167.43,2.75,0.10099999999999999,4.0,3.35,20140718,26169.15,0.8,15.25,28.14,24.0,7.34,21011.0
601999,出版传媒,出版业,辽宁,117.72,5.51,5.51,314773.56,211557.45,49092.78,52866.71,0.96,0.019,3.53,2.57,20071221,72019.2,1.31,7.85,94.64,19.73,2.44,40166.0
601989,中国重工,船舶,北京,106.91,183.62,190.8,18837382.0,13046538.0,3312464.75,2342599.5,1.23,0.01,3.1,2.01,20091216,1352217.13,0.71,4.21,31.12,10.69,2.63,883800.0
601988,中国银行,银行,北京,6.41,2107.66,2943.88,1891754752.0,0.0,19607300.0,14221800.0,0.48,0.15,4.59,0.88,20060705,60519200.0,2.06,5.27,0.06,0.0,36.08,830098.0
601872,招商轮船,水运,上海,22.18,47.21,52.99,3912235.5,835668.75,2604586.25,734466.44,1.39,0.057,3.06,1.66,20061201,359716.16,0.68,6.41,-27.99,34.87,17.17,194904.0
