code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
603181,N皇马,化工原料,浙江,23.69,0.5,2.0,126660.47,57197.91,59603.41,18683.9,0.93,0.315,4.81,3.1,20170824,36630.0,1.83,0.0,0.0,18.52,8.09,50539.0
600653,申华控股,汽车服务,上海,0.0,17.46,19.46,898750.69,473400.69,180335.77,34643.45,0.18,-0.042,1.18,3.03,19901219,-299.26,0.0,-50.89,5.81,0.18,-7.58,199224.0
600252,中恒集团,中成药,广西,26.76,32.75,34.75,645174.06,309617.03,85726.75,8572.92,0.02,0.042,1.56,2.88,20001130,114908.56,0.33,18.37,4.59,77.57,35.56,174352.0
000757,浩物股份,汽车配件,四川,77.71,4.52,4.52,103589.93,48387.44,26599.22,83475.13,1.85,0.048,1.32,5.66,19970627,-75980.3,-1.68,15.91,30.18,27.15,6.8,36634.0
601858,中国科传,出版业,北京,160.2,1.31,7.91,384026.38,333217.97,22768.7,78051.67,0.99,0.021,3.68,3.72,20170118,122818.86,1.55,0.0,0.0,30.41,6.2,56164.0
300153,科泰电源,电气设备,上海,148.63,3.2,3.2,140780.31,98918.53,18535.45,49463.78,1.55,0.025,3.06,4.84,20101229,13608.87,0.43,17.57,2.05,25.46,3.77,37224.0
000408,藏格控股,农药化肥,青海,272.44,3.13,20.72,676203.19,271204.28,319094.47,103872.61,0.5,0.013999999999999999,2.89,5.27,19960628,256078.34,1.24,-13.21,-29.58,66.22,13.29,21525.0
603177,德创环保,环境保护,浙江,160.23,0.51,2.02,118216.57,100265.96,13208.0,11099.61,0.55,0.057,2.5,7.3,20170207,15645.1,0.77,22.14,-44.05,23.65,3.25,27282.0
002796,世嘉科技,专用机械,江苏,105.58,0.3,0.8,62641.38,42906.44,10174.26,26651.01,3.33,0.18100000000000002,5.96,6.39,20160510,10408.37,1.3,17.06,-34.04,13.97,5.39,16180.0
300696,爱乐达,航空,四川,37.39,0.17,0.69,37354.26,18442.07,14180.12,14726.65,2.14,0.521,5.95,6.55,20170822,9456.8,1.37,0.0,0.0,74.23,56.41,34504.0
000913,钱江摩托,摩托车,浙江,92.2,4.53,4.54,391946.88,201672.06,76185.95,133568.52,2.95,0.048,5.69,3.11,19990514,34284.6,0.76,8.1,-49.91,20.09,4.01,16521.0
300689,澄天伟业,元器件,深圳,75.55,0.17,0.68,36321.92,14752.92,18403.65,5065.27,0.74,0.391,5.79,10.21,20170809,18854.15,2.77,0.0,0.0,35.38,19.42,34006.0
300629,新劲刚,矿物制品,广东,213.33,0.17,0.67,44417.95,32532.99,9140.51,14686.15,2.2,0.13,4.98,9.46,20170324,10794.25,1.62,6.88,0.61,30.75,7.12,11610.0
603721,中广天择,影视音像,湖南,27.12,0.25,1.0,45773.48,30982.33,2099.07,13756.8,1.38,0.442,5.03,4.77,20170811,15035.73,1.5,0.0,0.0,35.66,23.27,26418.0
603976,正川股份,医疗保健,重庆,31.74,0.27,1.08,67196.45,33783.23,29385.3,26903.93,2.49,0.39299999999999996,6.55,3.81,20170822,15434.8,1.43,0.0,0.0,31.98,16.32,29235.0
603602,纵横通信,通信设备,浙江,90.44,0.2,0.8,69733.24,68827.21,655.98,0.0,0.0,0.314,5.71,9.93,20170810,24770.73,3.1,0.0,0.0,23.11,9.98,18720.0
300692,中环环保,环境保护,安徽,47.78,0.27,1.07,81622.75,16531.63,5080.08,24220.89,2.27,0.17600000000000002,5.82,2.89,20170821,14089.3,1.32,0.0,0.0,47.91,24.58,53385.0
300691,联合光电,元器件,广东,45.5,0.21,0.86,78067.36,52743.8,0.0,0.0,0.0,0.596,6.86,7.91,20170811,0.0,0.0,0.0,0.0,23.31,13.09,44280.0
600876,洛阳玻璃,玻璃,河南,2926.99,2.62,5.27,124457.32,42276.32,63731.71,147310.5,2.8,0.002,1.0,25.85,19951031,-152680.97,-2.9,10.29,164.99,36.54,1.52,59981.0
600800,天津磁卡,综合类,天津,0.0,6.11,6.11,55494.3,24973.1,6593.21,13506.77,0.22,-0.054000000000000006,0.14,59.26,19931206,-70681.25,-1.16,5.01,6.61,22.38,-51.97,68126.0
300688,创业黑马,综合类,北京,89.41,0.17,0.68,25834.39,24320.26,377.81,8040.6,1.18,0.225,3.76,10.69,20170810,5615.93,0.83,0.0,0.0,60.72,21.04,34007.0
300678,中科信息,软件服务,四川,258.21,0.25,1.0,48932.25,35506.03,2012.85,12581.76,1.26,0.16,4.49,14.08,20170728,11183.57,1.12,0.0,0.0,37.67,14.78,51310.0
002878,元隆雅图,文教休闲,北京,39.87,0.19,0.75,63426.19,60914.66,2201.85,27841.66,3.69,0.61,6.41,6.04,20170606,11112.7,1.47,0.0,0.0,26.4,10.4,16553.0
603776,永安行,公共交通,江苏,48.72,0.24,0.96,151001.23,80017.61,13221.05,18186.32,1.89,0.639,8.35,7.45,20170817,32058.58,3.34,0.0,0.0,28.31,12.93,25199.0
300685,艾德生物,生物制药,福建,83.29,0.2,0.8,40110.23,25382.92,0.0,0.0,0.0,0.551,5.87,15.65,20170802,0.0,0.0,0.0,0.0,0.0,29.65,40009.0
603557,起步股份,服饰,浙江,37.72,0.47,4.7,130202.92,87355.11,39165.9,26481.68,0.56,0.21600000000000003,2.33,7.0,20170818,28453.35,0.61,0.0,0.0,35.64,17.69,45360.0
002892,科力尔,电气设备,湖南,47.05,0.18,0.84,45364.44,27348.35,16422.97,10559.05,1.26,0.433,4.08,9.99,20170817,8897.21,1.06,0.0,0.0,28.04,12.92,37145.0
601619,嘉泽新能,新型电力,宁夏,173.04,1.94,19.33,797433.5,117918.67,0.0,0.0,0.0,0.015,1.21,8.59,20170720,0.0,0.0,0.0,0.0,0.0,16.19,179193.0
603129,春风动力,摩托车,浙江,31.59,0.33,1.33,111927.35,85526.88,20898.36,20709.25,1.55,0.455,4.51,6.37,20170818,14453.17,1.08,0.0,0.0,34.02,7.32,34961.0
603079,圣达生物,食品,浙江,22.96,0.2,0.8,72268.56,36556.71,18416.43,22727.8,2.84,0.521,8.03,2.98,20170823,17435.25,2.18,0.0,0.0,33.53,16.61,18725.0
002847,盐津铺子,食品,湖南,46.43,0.31,1.24,79628.06,42565.76,28555.85,28964.47,2.34,0.35,4.6,6.77,20170208,14130.94,1.14,11.52,-11.16,47.85,11.35,20105.0
002891,中宠股份,饲料,山东,34.48,0.25,1.0,66518.75,38818.45,16830.4,10841.17,1.08,0.43,4.6,6.44,20170821,14454.72,1.45,0.0,0.0,27.19,9.21,50740.0
300693,盛弘股份,电气设备,深圳,36.14,0.23,0.91,48484.3,46361.6,1271.91,7639.62,0.84,0.348,3.98,6.31,20170822,11718.26,1.28,0.0,0.0,50.01,13.38,46482.0
002882,金龙羽,电气设备,深圳,77.91,0.8,4.25,105364.86,77861.4,20182.89,18243.64,0.43,0.05,2.2,7.06,20170717,19659.15,0.46,0.0,0.0,15.03,5.84,149272.0
000852,石化机械,化工机械,湖北,0.0,5.98,5.98,657348.75,505724.25,126490.97,94717.9,1.58,-0.18,2.68,5.38,19981126,-12983.96,-0.22,-13.17,-13.79,6.62,-18.61,67998.0
601949,中国出版,出版业,北京,150.79,3.65,18.23,905038.19,638840.56,118981.7,38640.65,0.21,0.021,2.9,2.21,20170821,225878.27,1.24,0.0,0.0,30.95,2.24,330027.0
300425,环能科技,环境保护,四川,0.0,1.49,3.75,220801.38,107111.82,31280.0,90190.18,2.4,-0.002,3.72,2.96,20150216,26892.52,0.72,32.24,-110.54,42.38,-0.67,15140.0
601326,秦港股份,港口,河北,27.03,5.58,55.87,2604904.25,378642.06,1140481.38,450637.81,0.81,0.11,2.4,2.49,20170816,144972.61,0.26,0.0,0.0,38.15,18.18,423429.0
000737,南风化工,日用化工,山西,0.0,5.49,5.49,276039.22,139908.77,90561.63,62588.38,1.14,-0.292,0.02,356.33,19970428,-125364.81,-2.28,-13.14,-117.29,21.23,-17.03,51240.0
002545,东方铁塔,钢加工,山东,150.49,2.4,13.16,1092527.88,251020.05,217345.72,454167.19,3.45,0.055999999999999994,5.29,3.19,20110211,71268.8,0.54,22.08,27.05,30.53,8.75,13396.0
300422,博世科,环境保护,广西,105.76,1.76,3.56,260242.97,142063.63,9409.69,67293.85,1.89,0.046,2.85,6.81,20150217,21760.43,0.61,111.21,276.97,27.8,7.57,21070.0
300675,建科院,建筑施工,深圳,747.46,0.37,1.47,56403.58,32454.31,7030.62,5581.03,0.38,0.022000000000000002,2.62,12.82,20170719,11284.71,0.77,0.0,0.0,33.37,2.32,71425.0
002802,洪汇新材,化工原料,江苏,56.95,0.37,1.08,61484.63,42297.3,10847.83,23470.68,2.17,0.35200000000000004,5.27,7.6,20160629,20232.85,1.87,19.69,52.87,30.17,21.55,22697.0
603200,上海洗霸,环境保护,上海,53.79,0.18,0.74,76458.24,73780.61,1209.08,34197.68,4.64,0.49,9.25,4.5,20170601,24317.1,3.3,0.0,0.0,41.46,19.27,10128.0
300105,龙源技术,电器仪表,山东,1538.7,5.13,5.13,235519.59,140303.2,17519.6,67710.81,1.32,0.003,3.74,2.09,20100820,61859.23,1.21,26.03,102.96,21.89,0.51,28043.0
300659,中孚信息,软件服务,山东,0.0,0.2,0.82,18659.0,13230.25,4036.62,2329.33,0.29,-0.018000000000000002,2.13,17.11,20170526,2835.4,0.35,0.0,0.0,75.05,-4.31,42146.0
002246,北化股份,化工原料,四川,147.51,4.14,4.14,171849.75,100990.75,50836.14,30404.69,0.73,0.062,3.01,6.08,20080605,47875.76,1.16,2.4,-33.61,22.28,4.13,63196.0
600481,双良节能,环境保护,江苏,0.0,16.2,16.2,424645.06,322314.78,52776.0,1648.06,0.01,-0.006999999999999999,1.3,4.07,20030422,12920.51,0.08,-34.3,-132.62,30.7,-3.8,50530.0
603328,依顿电子,元器件,广东,29.78,9.85,9.97,585771.63,494004.31,85425.96,148249.44,1.49,0.11900000000000001,4.89,2.9,20140701,273810.94,2.75,8.07,0.32,31.14,16.6,19646.0
300679,电连技术,元器件,深圳,39.01,0.3,1.2,130807.07,85135.57,34746.73,42858.7,3.57,2.989,11.19,10.42,20170731,44322.46,3.69,53.22,58.72,47.83,25.76,59686.0
002499,科林环保,环境保护,江苏,218.95,1.37,1.89,139942.31,97281.61,22986.4,35115.26,1.86,0.026000000000000002,3.74,6.1,20101109,14401.02,0.76,144.55,47.06,13.41,2.55,19220.0
603335,迪生力,汽车配件,广东,57.99,0.63,2.53,72156.31,48600.1,11175.94,5647.39,0.22,0.057999999999999996,1.9,7.14,20170620,8957.28,0.35,0.0,0.0,32.83,6.59,57202.0
300262,巴安水务,环境保护,上海,71.37,3.46,6.7,373112.34,199378.38,9507.8,112858.11,1.68,0.035,3.02,3.33,20110916,39251.15,0.59,52.59,67.22,37.97,11.84,24286.0
600630,龙头股份,纺织,上海,60.25,4.25,4.25,256390.52,204440.88,33444.23,93279.71,2.2,0.05,4.04,3.0,19930209,32949.65,0.78,1.58,-5.12,30.8,2.45,85725.0
300157,恒泰艾普,石油开采,北京,0.0,6.14,7.13,599883.06,256870.45,68982.43,244902.88,3.44,-0.008,5.26,2.14,20110107,50767.7,0.71,278.03,47.67,9.64,-0.96,31091.0
002809,红墙股份,化工原料,广东,68.92,0.6,1.2,102800.88,92019.43,7684.56,43456.37,3.62,0.147,7.53,5.38,20160823,35848.44,2.99,0.0,0.0,25.69,14.31,18770.0
002677,浙江美大,家用电器,浙江,51.68,2.8,6.46,138616.2,97326.07,33967.15,7990.72,0.12,0.154,1.65,9.64,20120525,29265.9,0.45,55.97,51.04,53.87,26.59,17176.0
002737,葵花药业,中成药,黑龙江,23.56,1.2,2.92,438011.75,257716.22,121831.15,116822.86,4.0,0.337,9.38,3.39,20141230,111609.32,3.82,9.4,2.03,59.73,11.77,33408.0
300203,聚光科技,环境保护,浙江,242.13,4.49,4.53,544887.25,344127.44,26937.08,96223.31,2.13,0.033,6.08,5.23,20110415,126317.0,2.79,34.36,47.5,49.76,4.14,16775.0
300095,华伍股份,机械基件,江西,93.52,2.35,3.77,227335.55,123943.32,33506.51,57587.48,1.53,0.028999999999999998,3.34,3.2,20100728,27190.75,0.72,-3.19,3.11,33.77,9.38,14619.0
603269,海鸥股份,机械基件,江苏,112.2,0.23,0.91,98931.24,75503.21,15230.57,8100.53,0.89,0.063,6.23,4.55,20170517,23842.23,2.61,0.0,0.0,30.63,5.29,24533.0
600275,*ST昌鱼,农业综合,湖北,0.0,5.09,5.09,32187.9,1671.26,4454.48,13208.38,0.26,-0.013999999999999999,0.27,28.75,20000810,-52998.35,-1.04,-59.86,-31.56,51.99,-338.33,82730.0
000953,*ST河化,农药化肥,广西,738.74,2.94,2.94,72268.71,17105.7,54351.7,4456.81,0.15,0.003,-0.3,-33.11,19991202,-46359.21,-1.58,-53.46,-95.75,0.55,1.58,42460.0
002628,成都路桥,建筑施工,四川,217.67,7.25,7.37,526344.31,356267.88,4831.0,83869.86,1.14,0.02,3.61,2.39,20111103,91203.18,1.24,-30.38,1.98,10.82,2.13,38914.0
000710,*ST天仪,汽车配件,四川,0.0,1.51,3.55,49346.8,18417.2,15061.62,4631.55,0.13,-0.03,0.73,89.15,19970422,-10152.78,-0.29,11.79,-354.35,6.08,-6.78,13350.0
000526,*ST紫学,文教休闲,福建,15.81,0.96,0.96,353125.94,143176.69,14877.57,5808.39,0.6,1.044,1.49,22.2,19931101,-1428.72,-0.15,640.41,972.72,34.77,6.17,16120.0
002312,*ST三泰,电脑设备,四川,0.0,10.1,13.78,459257.66,231520.66,128742.05,274813.56,1.99,-0.021,2.22,2.67,20091203,-113014.86,-0.82,-40.27,-772.22,17.57,-14.29,120000.0
600558,大西洋,钢加工,四川,118.69,8.98,8.98,281313.81,132045.38,89864.05,44795.98,0.5,0.025,2.07,2.89,20010227,41958.96,0.47,24.35,-21.24,16.22,2.24,56107.0
300460,惠伦晶体,元器件,广东,324.76,0.96,1.68,90805.8,41356.19,41549.48,25689.24,1.53,0.012,3.98,4.06,20150515,21845.0,1.3,-14.41,-49.93,12.39,3.06,16994.0
002120,韵达股份,仓储物流,浙江,48.67,0.97,12.17,658350.88,288741.06,228197.45,59616.51,0.49,0.22899999999999998,3.3,13.53,20070306,218406.75,1.79,42.61,35.37,28.67,14.74,12749.0
002714,牧原股份,农业综合,河南,16.97,6.02,11.58,1738520.75,557680.44,823440.56,386489.97,3.34,1.12,7.87,4.47,20140128,374240.38,3.23,85.21,11.92,34.36,28.37,28484.0
002128,露天煤业,煤炭开采,内蒙,10.07,15.88,16.34,1508394.0,607495.0,685378.69,125121.07,0.77,0.643,6.25,2.07,20070418,634583.0,3.88,64.89,201.99,46.52,26.4,44970.0
000692,惠天热电,供气供热,辽宁,17.55,5.33,5.33,485287.25,183398.55,216294.95,37922.65,0.71,0.09699999999999999,2.75,2.49,19970227,39852.37,0.75,10.65,-45.19,14.94,5.69,46366.0
002285,世联行,房产服务,深圳,58.78,17.02,20.45,777463.25,611314.5,16646.35,58131.48,0.28,0.045,2.09,5.09,20090828,133955.11,0.66,17.62,51.18,20.77,6.87,61267.0
603010,万盛股份,化工原料,浙江,51.85,1.05,2.54,165803.97,76336.38,27357.14,47052.76,1.85,0.272,4.18,6.74,20141010,30735.16,1.21,33.23,1.13,21.76,9.62,8703.0
300189,神农基因,种植业,海南,189.33,8.81,10.24,328286.5,236453.22,30066.5,28040.91,0.27,0.005,1.41,2.73,20110316,11648.03,0.11,1252.98,231.48,4.25,0.38,67002.0
000584,哈工智能,化纤,江苏,114.85,6.11,6.13,332919.56,221799.42,41379.12,67523.8,1.1,0.065,2.53,5.88,19951128,17428.13,0.28,45.74,218.9,18.15,7.02,36656.0
300344,太空板业,其他建材,北京,0.0,1.93,3.38,143577.16,55516.38,29265.11,33510.98,0.99,-0.006999999999999999,1.94,7.41,20120801,5000.45,0.15,1021.79,78.2,37.86,-3.88,8558.0
600526,菲达环保,环境保护,浙江,95.28,4.07,5.47,811375.0,624452.06,58428.13,170118.92,3.11,0.028999999999999998,4.66,2.4,20020722,26747.48,0.49,7.57,-18.1,19.93,2.14,72010.0
600217,中再资环,环境保护,陕西,53.89,7.2,14.11,417106.47,346550.09,40678.75,-400.98,0.0,0.08,1.12,7.06,19991216,65391.1,0.46,53.98,305.94,55.28,11.87,34940.0
600520,中发科技,机械基件,安徽,0.0,1.58,1.58,85408.72,38972.81,14119.52,37950.73,2.4,-0.018000000000000002,2.69,6.36,20020108,-12369.45,-0.78,42.32,55.13,21.28,-1.94,10778.0
600896,览海投资,水运,海南,0.0,5.77,8.69,433211.19,374719.53,512.03,182228.59,2.1,-0.214,2.51,3.37,19960503,-64847.01,-0.75,-95.27,-263.35,95.28,-2495.42,48062.0
300295,三六五网,互联网,江苏,67.81,1.76,1.92,125922.67,120705.45,1038.64,27391.38,1.43,0.086,5.43,4.3,20120315,51354.07,2.67,-27.3,-25.0,94.2,17.0,33073.0
002786,银宝山新,专用机械,深圳,85.38,1.38,3.81,325097.59,226820.3,58814.82,17355.93,0.46,0.08,2.81,4.84,20151223,45974.15,1.21,0.69,-32.81,16.27,2.29,39329.0
600319,亚星化学,化工原料,山东,3933.5,3.16,3.16,168034.13,73899.8,79147.47,77251.42,2.45,0.001,0.03,411.65,20010326,-113369.8,-3.59,59.5,101.19,9.37,0.04,26670.0
603579,荣泰健康,医疗保健,上海,35.06,0.18,0.7,183397.56,152926.86,14872.77,79700.34,11.39,0.86,17.05,6.45,20170111,30032.2,4.29,0.0,0.0,39.62,15.02,11396.0
600082,海泰发展,园区开发,天津,0.0,6.33,6.46,347637.34,334376.16,3835.28,41259.05,0.64,-0.025,2.57,2.5,19970620,49887.37,0.77,-67.67,17.43,5.14,-12.24,42527.0
002649,博彦科技,软件服务,北京,46.13,4.14,5.27,265535.19,147610.97,21051.4,124631.92,2.36,0.057,3.58,2.92,20120106,62864.3,1.19,10.75,23.71,28.18,6.06,34490.0
300370,安控科技,电器仪表,北京,0.0,5.82,9.59,256718.97,150453.73,27955.91,50220.26,0.52,-0.019,1.31,3.48,20140123,23216.02,0.24,224.64,-20.04,21.36,-17.9,20187.0
600247,ST成城,商贸代理,吉林,0.0,3.36,3.36,90057.21,83154.05,172.17,21929.07,0.65,-0.9570000000000001,-0.74,-12.53,20001123,-86194.31,-2.56,8.36,-3590.24,1.68,-180.86,23198.0
603860,中公高科,公路,北京,106.0,0.17,0.67,41066.32,17591.21,18326.67,1484.78,0.22,0.18600000000000003,6.04,6.51,20170802,21002.27,3.15,0.0,0.0,55.59,18.24,16703.0
603189,网达软件,软件服务,上海,0.0,0.55,2.21,82210.32,67676.77,1533.77,37235.12,1.69,-0.013999999999999999,3.56,5.66,20160914,16752.96,0.76,0.0,0.0,35.73,-8.38,32001.0
000967,盈峰环境,电气设备,浙江,41.57,7.44,10.93,647819.25,393430.84,32199.7,180500.48,1.65,0.061,3.15,3.21,20000330,52183.5,0.48,2.69,35.23,15.33,7.09,18607.0
600560,金自天正,电气设备,北京,112.01,2.24,2.24,171376.2,141253.66,18395.88,20672.05,0.92,0.028999999999999998,3.29,3.89,20020919,24815.64,1.11,12.06,-20.18,20.71,5.21,22465.0
600719,大连热电,供气供热,辽宁,92.74,4.05,4.05,136216.27,26156.51,76088.74,10217.32,0.25,0.040999999999999995,1.83,4.15,19960716,6731.03,0.17,24.13,-38.62,14.42,3.39,28400.0
300429,强力新材,化工原料,江苏,49.07,1.0,2.57,115689.7,44164.56,29852.18,38169.84,1.48,0.115,3.85,5.88,20150324,33206.15,1.29,60.62,27.93,40.92,22.04,11415.0
002610,爱康科技,电气设备,江苏,113.44,42.27,44.91,1813264.75,593036.0,802310.31,83988.63,0.19,0.011000000000000001,1.26,2.04,20110815,33637.23,0.07,-0.37,2.43,17.92,2.34,223732.0
002106,莱宝高科,元器件,深圳,54.19,7.04,7.06,456867.91,279443.94,139510.16,207783.98,2.94,0.05,5.23,2.08,20070112,61534.83,0.87,59.64,427.66,14.98,4.72,54460.0
002011,盾安环境,工程机械,浙江,64.37,8.39,9.17,1252324.13,615872.13,161038.38,211604.55,2.31,0.042,4.89,2.23,20040705,123318.13,1.34,46.39,30.71,17.4,2.28,58452.0
300323,华灿光电,半导体,湖北,43.86,6.91,8.41,819304.19,352570.31,274086.28,216950.27,2.58,0.1,4.25,3.97,20120601,51204.56,0.61,110.71,681.13,33.24,15.95,21263.0
603357,设计总院,建筑施工,安徽,27.86,0.81,3.25,155569.2,132845.81,11830.75,16498.77,0.51,0.212,3.53,6.71,20170801,41626.39,1.28,0.0,0.0,42.09,23.57,78464.0
002699,美盛文化,服饰,浙江,105.96,6.92,9.1,370714.69,272314.75,29124.93,240791.52,2.65,0.034,3.81,3.81,20120911,50882.44,0.56,4.63,125.58,37.29,33.53,37077.0
002048,宁波华翔,汽车配件,浙江,14.21,4.61,5.3,1376692.13,698207.69,247837.2,78200.71,1.48,0.35700000000000004,10.1,2.01,20050603,294442.81,5.56,31.27,76.51,20.86,5.17,25003.0
600281,太化股份,化工原料,山西,0.0,5.14,5.14,180228.5,96166.96,6402.18,57746.19,1.12,-0.061,1.01,6.71,20001109,-63445.96,-1.23,-21.67,67.25,3.7,-9.6,31066.0
002768,国恩股份,塑料,山东,37.79,0.87,2.4,191983.77,119852.51,40486.46,22617.92,0.94,0.321,3.68,6.59,20150630,37867.8,1.58,54.51,52.81,20.79,9.54,23384.0
603817,海峡环保,环境保护,福建,73.91,1.13,4.5,189071.48,33828.7,89326.8,62364.46,1.39,0.06,3.04,4.84,20170220,27470.4,0.61,0.0,0.0,55.8,26.17,70135.0
002163,中航三鑫,装修装饰,深圳,0.0,8.03,8.04,644183.63,257545.55,153398.97,58584.05,0.73,-0.025,0.89,9.16,20070823,-73262.46,-0.91,-19.64,-587.39,13.77,-2.59,71273.0
603797,联泰环保,环境保护,广东,69.5,0.53,2.13,240982.3,13236.45,519.81,26162.51,1.23,0.065,4.45,4.04,20170413,27277.73,1.28,0.0,0.0,57.71,30.76,49067.0
600539,狮头股份,水泥,山西,1237.82,2.3,2.3,52592.11,40885.51,206.61,54635.78,2.38,0.006999999999999999,2.05,8.65,20010824,-34150.81,-1.48,-30.67,106.13,20.64,4.37,7050.0
600476,湘邮科技,软件服务,湖南,1455.26,1.61,1.61,40689.2,33179.53,3986.76,13590.37,0.84,0.009000000000000001,1.24,20.04,20031210,-11100.0,-0.69,-31.86,132.57,24.05,1.56,23351.0
300512,中亚股份,专用机械,浙江,36.56,0.78,2.7,206343.17,171377.92,9630.96,56840.71,2.11,0.136,5.09,3.9,20160526,46791.31,1.73,7.46,15.8,47.44,27.17,27724.0
002779,中坚科技,农用机械,浙江,92.24,0.4,1.32,75368.46,52161.06,10660.92,19537.85,1.48,0.063,4.72,4.91,20151209,26290.76,1.99,10.92,-13.81,22.14,6.48,14377.0
000829,天音控股,其他商业,江西,424.6,9.5,9.59,1268609.5,878913.69,31259.44,29564.68,0.31,0.01,2.31,4.8,19971202,89405.53,0.93,-10.54,-31.69,3.95,0.07,91221.0
600740,山西焦化,焦炭加工,山西,169.77,6.57,7.66,1120766.13,509369.56,375946.09,225612.02,2.95,0.026000000000000002,2.69,3.28,19960808,-118693.42,-1.55,86.28,123.03,9.87,0.74,70519.0
603311,金海环境,专用机械,浙江,38.06,0.93,2.1,91194.74,63650.31,14858.97,21042.28,1.0,0.24100000000000002,3.29,5.57,20150518,24683.0,1.18,14.53,11.03,35.11,17.65,26744.0
600696,*ST匹凸,区域地产,上海,226.3,3.41,3.41,36092.55,26691.1,396.5,4094.84,0.12,0.016,0.15,49.31,19931206,-36373.68,-1.07,2492.43,114.02,8.19,7.2,42529.0
600608,*ST沪科,普钢,上海,0.0,3.18,3.29,14929.17,10802.32,2891.78,43903.6,1.34,-0.04,-0.08,-105.74,19920327,-84097.31,-2.56,91.04,14.75,2.83,-17.35,25959.0
600233,圆通速递,仓储物流,辽宁,48.01,3.3,28.21,1069874.63,593519.75,207772.88,590413.06,2.09,0.099,3.01,6.32,20000608,207362.02,0.74,6.95,7.01,11.7,7.99,71542.0
002247,帝龙文化,装修装饰,浙江,35.72,5.22,8.52,512199.59,154000.13,32473.85,303365.28,3.56,0.09300000000000001,5.48,2.43,20080612,73981.71,0.87,170.51,428.6,29.37,16.02,13400.0
002767,先锋电子,电器仪表,浙江,114.44,0.38,1.5,78691.18,72382.22,1479.45,28725.41,1.92,0.109,4.47,5.6,20150612,17879.17,1.19,-2.69,-14.71,34.81,12.16,19313.0
600692,亚通股份,水运,上海,117.12,2.55,3.52,256698.88,209391.2,4675.26,6123.2,0.17,0.028999999999999998,1.83,7.34,19931119,17307.99,0.49,98.91,30.11,17.69,3.84,41687.0
002189,利达光电,元器件,河南,309.04,1.99,1.99,92368.0,58346.75,26533.0,18514.51,0.93,0.013999999999999999,2.71,6.24,20071203,13332.29,0.67,6.71,1094.96,10.68,1.32,34500.0
603822,嘉澳环保,环境保护,浙江,166.09,0.41,0.73,112224.17,52878.61,30042.38,24157.11,3.29,0.06,8.49,4.69,20160428,27390.16,3.73,93.04,-10.42,14.08,2.4,8388.0
300069,金利华电,电气设备,浙江,157.1,0.84,1.17,88886.55,53226.0,19663.06,26053.48,2.23,0.057,4.39,8.2,20100421,11699.32,1.0,-17.9,-27.88,38.48,12.58,5789.0
300335,迪森股份,供气供热,广东,48.93,2.63,3.62,297486.03,136212.63,61830.61,32718.86,0.9,0.1,3.03,6.23,20120710,38283.31,1.06,96.69,65.01,33.04,11.06,10464.0
002651,利君股份,专用机械,四川,68.7,3.78,10.03,247430.22,181967.19,21740.0,33509.53,0.33,0.034,1.93,4.9,20120106,37192.12,0.37,10.12,38.7,43.24,24.84,57564.0
603515,欧普照明,电气设备,上海,110.92,0.98,5.79,508131.94,369719.44,100654.45,104745.53,1.81,0.085,5.49,6.88,20160819,136067.02,2.35,38.53,56.79,41.36,4.11,32546.0
002207,*ST准油,石油开采,新疆,9.55,2.17,2.39,85296.05,33177.23,16279.79,22058.7,0.92,0.262,1.7,5.87,20080128,-10745.96,-0.45,-46.78,398.14,-47.67,300.95,39126.0
002173,创新医疗,医疗保健,浙江,76.91,2.03,4.56,454605.19,229230.92,94118.96,277373.06,6.08,0.06,7.8,2.08,20070925,28164.53,0.62,-4.65,-16.93,35.25,12.79,12011.0
002362,汉王科技,电脑设备,北京,148.18,1.76,2.17,97660.68,65219.23,19332.82,102094.86,4.7,0.040999999999999995,3.76,6.53,20100303,-44483.0,-2.05,43.21,153.85,46.73,7.14,46454.0
300152,科融环境,环境保护,江苏,104.79,7.13,7.13,300066.94,179070.95,27482.66,50598.44,0.71,0.036000000000000004,1.94,3.83,20101229,12721.32,0.18,-25.32,108.03,25.11,7.37,55887.0
000882,华联股份,百货,北京,189.44,22.26,27.37,1384810.38,350269.72,5623.66,465522.5,1.7,0.01,2.87,1.3,19980616,27081.98,0.1,-5.59,-41.45,35.05,5.43,144639.0
002765,蓝黛传动,汽车配件,重庆,38.35,1.58,4.29,233537.5,137328.52,50985.15,67765.52,1.58,0.06,2.58,3.8,20150612,25786.38,0.6,12.28,-1.9,25.52,9.36,19288.0
002639,雪人股份,专用机械,福建,1163.04,4.38,6.74,338702.44,136837.98,81372.18,133500.56,1.98,0.002,3.38,2.68,20111205,22279.75,0.33,115.45,107.38,30.28,0.72,47600.0
002730,电光科技,电气设备,浙江,100.27,1.03,3.23,154363.94,88143.0,26886.8,17854.59,0.55,0.073,2.68,5.5,20141009,32458.02,1.01,25.72,19.19,35.68,7.49,28868.0
002322,理工环科,环境保护,浙江,46.2,2.76,4.01,324881.69,114878.36,29289.2,190260.59,4.74,0.259,7.37,3.24,20091218,58211.65,1.45,66.54,293.86,70.26,31.9,17867.0
